id,playername,timestamp,device,metric,value,team,sportsteam,groupteam,team_mean,team_std,z_score,significant_deviation
6284453,PLAYER_1036,2025-09-04 18:53:59,hawkins,Peak Propulsive Power(W),8421.3171,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,5594.174722545455,953.4380890116944,2.9652081346834773,True
6284536,PLAYER_1036,2025-09-04 18:54:06,hawkins,Peak Propulsive Power(W),7854.6382,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,5594.174722545455,953.4380890116944,2.3708550177575503,True
6285898,PLAYER_1050,2025-09-04 18:58:12,hawkins,Mrsi,0.3872,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,0.6322937153419593,0.1224019457802869,-2.0023678037104555,True
6290191,PLAYER_1095,2025-09-05 15:45:52,hawkins,Jump Height(M),0.0003,Team: Stony Brook Women's Basketball,Basketball,Women's Basketball,0.2657419928825623,0.07085524439920712,-3.7462575301699554,True
6290222,PLAYER_1095,2025-09-05 15:45:52,hawkins,Peak Propulsive Power(W),105.9108,Team: Stony Brook Women's Basketball,Basketball,Women's Basketball,3319.255106405694,681.2473501046114,-4.716854026532737,True
6290227,PLAYER_1095,2025-09-05 15:45:52,hawkins,Peak Velocity(M/S),5.3038,Team: Stony Brook Women's Basketball,Basketball,Women's Basketball,2.41314590747331,0.34660580789067663,8.339889369189205,True
6290255,PLAYER_1095,2025-09-05 15:45:52,hawkins,Mrsi,0.0012,Team: Stony Brook Women's Basketball,Basketball,Women's Basketball,0.39429395017793595,0.12776806553443545,-3.076621286654693,True
6298497,PLAYER_816,2025-09-07 00:31:14,kinexon,Distance_Total,6242.971626,Football,Football,Football,2816.531653411963,1705.6871731724084,2.008832584591229,True
6303166,PLAYER_244,2025-09-07 22:24:12,kinexon,Speed_Max,2.203,Football,Football,Football,6.854324233435582,1.6757022147942888,-2.775746306456117,True
6303916,PLAYER_526,2025-09-07 22:24:12,kinexon,Speed_Max,1.0425,Football,Football,Football,6.854324233435582,1.6757022147942888,-3.4682917896298466,True
6305270,PLAYER_1125,2025-09-07 22:24:12,kinexon,Speed_Max,2.81,Football,Football,Football,6.854324233435582,1.6757022147942888,-2.413510108018845,True
6306498,PLAYER_705,2025-09-08 13:20:00,kinexon,Distance_Total,2.851187,Womens Basketball,Basketball,Women's Basketball,3773.5050380306125,1840.122596581612,-2.0491318665589673,True
6306556,PLAYER_705,2025-09-08 13:20:00,kinexon,Speed_Max,0.908394,Womens Basketball,Basketball,Women's Basketball,5.972928099125365,1.5368938747043726,-3.2953050190921918,True
6306575,PLAYER_741,2025-09-08 13:20:00,kinexon,Distance_Total,15.12852,Womens Basketball,Basketball,Women's Basketball,3773.5050380306125,1840.122596581612,-2.042459847519145,True
6306633,PLAYER_741,2025-09-08 13:20:00,kinexon,Speed_Max,1.098968,Womens Basketball,Basketball,Women's Basketball,5.972928099125365,1.5368938747043726,-3.1713055659506026,True
6307048,PLAYER_473,2025-09-08 15:00:00,kinexon,Distance_Total,8497.37387,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.0818448424671487,True
6307130,PLAYER_497,2025-09-08 15:00:00,kinexon,Distance_Total,9455.357674,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.5147603972321617,True
6307294,PLAYER_1028,2025-09-08 15:00:00,kinexon,Distance_Total,8341.554584,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.0114296722313707,True
6308372,PLAYER_332,2025-09-08 15:15:01,hawkins,Mrsi,0.6616,"Group: Women's Basketball, Team: Stony Brook Women's Basketball",Basketball,Women's Basketball,0.39429395017793595,0.12776806553443545,2.0921194095250737,True
6309589,PLAYER_056,2025-09-08 15:19:37,hawkins,Peak Propulsive Power(W),4982.0726,"Group: Women's Basketball, Team: Stony Brook Women's Basketball",Basketball,Women's Basketball,3319.255106405694,681.2473501046114,2.440842512398715,True
6309672,PLAYER_056,2025-09-08 15:19:46,hawkins,Peak Propulsive Power(W),4942.3628,"Group: Women's Basketball, Team: Stony Brook Women's Basketball",Basketball,Women's Basketball,3319.255106405694,681.2473501046114,2.3825526709866303,True
6312230,PLAYER_184,2025-09-09 12:22:51,kinexon,Distance_Total,7044.296423,Football,Football,Football,2816.531653411963,1705.6871731724084,2.478628459006827,True
6313136,PLAYER_342,2025-09-09 12:22:51,kinexon,Distance_Total,6870.5007,Football,Football,Football,2816.531653411963,1705.6871731724084,2.3767365495561874,True
6313702,PLAYER_562,2025-09-09 12:22:51,kinexon,Speed_Max,1.386,Football,Football,Football,6.854324233435582,1.6757022147942888,-3.2633031007283595,True
6313735,PLAYER_567,2025-09-09 12:22:51,kinexon,Distance_Total,6423.605528,Football,Football,Football,2816.531653411963,1705.6871731724084,2.114733540429479,True
6314037,PLAYER_816,2025-09-09 12:22:51,kinexon,Distance_Total,7591.400997,Football,Football,Football,2816.531653411963,1705.6871731724084,2.799381632628013,True
6314339,PLAYER_953,2025-09-09 12:22:51,kinexon,Distance_Total,7139.782924,Football,Football,Football,2816.531653411963,1705.6871731724084,2.534609709556073,True
6317371,PLAYER_076,2025-09-09 15:00:00,kinexon,Speed_Max,1.424925,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.8775444972654523,True
6317453,PLAYER_404,2025-09-09 15:00:00,kinexon,Speed_Max,1.810393,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.616503857260454,True
6317638,PLAYER_473,2025-09-09 15:00:00,kinexon,Distance_Total,9623.422192,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.590709221985241,True
6317720,PLAYER_497,2025-09-09 15:00:00,kinexon,Distance_Total,11012.190236,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.2182973771271426,True
6317945,PLAYER_616,2025-09-09 15:00:00,kinexon,Speed_Max,2.13731,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.3951142142589235,True
6317966,PLAYER_646,2025-09-09 15:00:00,kinexon,Distance_Total,9676.304398,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.6146068384711323,True
6318109,PLAYER_755,2025-09-09 15:00:00,kinexon,Speed_Max,2.361567,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.243246378782046,True
6318191,PLAYER_760,2025-09-09 15:00:00,kinexon,Speed_Max,2.623697,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.0657307796544653,True
6318273,PLAYER_958,2025-09-09 15:00:00,kinexon,Speed_Max,2.046719,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.45646284143081,True
6318355,PLAYER_995,2025-09-09 15:00:00,kinexon,Speed_Max,2.091618,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.426057039404223,True
6318376,PLAYER_1028,2025-09-09 15:00:00,kinexon,Distance_Total,8846.962978,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.239825136077233,True
6318519,PLAYER_1036,2025-09-09 15:00:00,kinexon,Speed_Max,1.670668,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.7111262472505397,True
6318661,PLAYER_1188,2025-09-09 15:00:00,kinexon,Speed_Max,1.478283,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.8414102229044502,True
6318743,PLAYER_1282,2025-09-09 15:00:00,kinexon,Speed_Max,2.390846,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.223418510064782,True
6319973,PLAYER_1028,2025-09-09 17:45:00,kinexon,Speed_Max,1.9179,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.543699639828612,True
6326911,PLAYER_270,2025-09-10 14:30:00,kinexon,Speed_Max,1.520139,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.8130651539803133,True
6327014,PLAYER_473,2025-09-10 14:30:00,kinexon,Distance_Total,9170.147435,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.3858730942049102,True
6327096,PLAYER_497,2025-09-10 14:30:00,kinexon,Distance_Total,9975.91548,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.7500019226429053,True
6327178,PLAYER_646,2025-09-10 14:30:00,kinexon,Distance_Total,8772.679333,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.2062561495757227,True
6327321,PLAYER_1028,2025-09-10 14:30:00,kinexon,Speed_Max,0.024309,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-3.8260478673019818,True
6331889,PLAYER_1028,2025-09-10 17:15:00,kinexon,Speed_Max,0.025034,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-3.825556894085,True
6334291,PLAYER_051,2025-09-11 15:00:00,kinexon,Distance_Total,10453.082868,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.965635197056584,True
6334434,PLAYER_076,2025-09-11 15:00:00,kinexon,Speed_Max,2.420979,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.203012308758135,True
6334516,PLAYER_270,2025-09-11 15:00:00,kinexon,Speed_Max,2.685185,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.0240908332188927,True
6334680,PLAYER_412,2025-09-11 15:00:00,kinexon,Speed_Max,2.504466,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.1464745419082347,True
6334701,PLAYER_463,2025-09-11 15:00:00,kinexon,Distance_Total,11136.240293,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.2743559441097494,True
6334783,PLAYER_473,2025-09-11 15:00:00,kinexon,Distance_Total,12059.91851,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.6917687083624022,True
6334865,PLAYER_497,2025-09-11 15:00:00,kinexon,Distance_Total,13706.236096,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,4.435744220356117,True
6335090,PLAYER_616,2025-09-11 15:00:00,kinexon,Speed_Max,2.683018,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.025558335234341,True
6335111,PLAYER_646,2025-09-11 15:00:00,kinexon,Distance_Total,12959.922721,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,4.098483123229392,True
6335336,PLAYER_760,2025-09-11 15:00:00,kinexon,Speed_Max,2.621303,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.0673520070771616,True
6335418,PLAYER_958,2025-09-11 15:00:00,kinexon,Speed_Max,2.717523,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.002191396128183,True
6335521,PLAYER_1028,2025-09-11 15:00:00,kinexon,Distance_Total,13577.99647,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,4.377792375449303,True
6335808,PLAYER_1188,2025-09-11 15:00:00,kinexon,Speed_Max,1.965448,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.511499923247838,True
6335890,PLAYER_1282,2025-09-11 15:00:00,kinexon,Speed_Max,2.5221,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.1345327188623577,True
6342965,PLAYER_473,2025-09-12 14:30:00,kinexon,Distance_Total,8518.881685,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.0915642840940643,True
6343047,PLAYER_497,2025-09-12 14:30:00,kinexon,Distance_Total,10052.56357,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.7846394084390944,True
6343129,PLAYER_646,2025-09-12 14:30:00,kinexon,Distance_Total,8531.366864,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.097206371330359,True
6343211,PLAYER_1028,2025-09-12 14:30:00,kinexon,Distance_Total,8343.303461,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.012219994628795,True
6346579,PLAYER_995,2025-09-12 18:52:06,hawkins,Jump Height(M),0.5601,"Team: Men's Basketball 2024-2025, Team: Stony Brook Men's Basketball ",Basketball,Men's Basketball,0.4244123636363636,0.06424447295976878,2.112051513732658,True
6347190,PLAYER_1036,2025-09-12 18:53:57,hawkins,Peak Propulsive Power(W),7781.8105,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,5594.174722545455,953.4380890116944,2.29447071882998,True
6347222,PLAYER_1036,2025-09-12 18:53:57,hawkins,Mrsi,0.9006,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,0.6322937153419593,0.1224019457802869,2.192009963139425,True
6357467,PLAYER_473,2025-09-14 13:30:00,kinexon,Distance_Total,8522.841805,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.0933538733747783,True
6357549,PLAYER_497,2025-09-14 13:30:00,kinexon,Distance_Total,9274.311403,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.4329450820662464,True
6357631,PLAYER_646,2025-09-14 13:30:00,kinexon,Distance_Total,8458.152358,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.06412053172692,True
6359274,PLAYER_014,2025-09-14 22:31:11,kinexon,Speed_Max,2.679,Football,Football,Football,6.854324233435582,1.6757022147942888,-2.491686289230184,True
6365817,PLAYER_270,2025-09-15 14:45:00,kinexon,Speed_Max,2.526524,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.131536766432111,True
6369706,PLAYER_184,2025-09-16 12:20:29,kinexon,Distance_Total,7765.669724,Football,Football,Football,2816.531653411963,1705.6871731724084,2.901550852014167,True
6370612,PLAYER_342,2025-09-16 12:20:29,kinexon,Distance_Total,6975.451571,Football,Football,Football,2816.531653411963,1705.6871731724084,2.438266513931074,True
6371027,PLAYER_526,2025-09-16 12:20:29,kinexon,Speed_Max,0.4635,Football,Football,Football,6.854324233435582,1.6757022147942888,-3.813818575289123,True
6371060,PLAYER_567,2025-09-16 12:20:29,kinexon,Distance_Total,7245.310225,Football,Football,Football,2816.531653411963,1705.6871731724084,2.596477619838666,True
6371362,PLAYER_816,2025-09-16 12:20:29,kinexon,Distance_Total,8100.520577,Football,Football,Football,2816.531653411963,1705.6871731724084,3.0978651928069225,True
6371664,PLAYER_953,2025-09-16 12:20:29,kinexon,Distance_Total,7821.559926,Football,Football,Football,2816.531653411963,1705.6871731724084,2.934317822933019,True
6372117,PLAYER_1055,2025-09-16 12:20:29,kinexon,Distance_Total,6520.022526,Football,Football,Football,2816.531653411963,1705.6871731724084,2.1712603171541196,True
6373639,PLAYER_412,2025-09-16 17:30:00,kinexon,Speed_Max,1.977795,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.503138480061525,True
6376370,PLAYER_1036,2025-09-16 18:52:46,hawkins,Peak Propulsive Power(W),7525.8729,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,5594.174722545455,953.4380890116944,2.026034201609133,True
6379551,PLAYER_463,2025-09-16 23:30:00,kinexon,Distance_Total,9838.343409,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.6878327197936924,True
6379715,PLAYER_497,2025-09-16 23:30:00,kinexon,Distance_Total,10738.516059,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.0946232527148956,True
6379879,PLAYER_1028,2025-09-16 23:30:00,kinexon,Distance_Total,11136.858291,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.2746352191307846,True
6381177,PLAYER_262,2025-09-17 12:24:19,kinexon,Distance_Total,6231.038871,Football,Football,Football,2816.531653411963,1705.6871731724084,2.0018367208785377,True
6382039,PLAYER_567,2025-09-17 12:24:19,kinexon,Distance_Total,6241.385921,Football,Football,Football,2816.531653411963,1705.6871731724084,2.007902927016886,True
6382341,PLAYER_816,2025-09-17 12:24:19,kinexon,Distance_Total,6766.796643,Football,Football,Football,2816.531653411963,1705.6871731724084,2.3159375597818075,True
6382643,PLAYER_953,2025-09-17 12:24:19,kinexon,Distance_Total,6399.585496,Football,Football,Football,2816.531653411963,1705.6871731724084,2.1006512207768515,True
6387444,PLAYER_741,2025-09-18 13:20:00,kinexon,Distance_Total,2.212701,Womens Basketball,Basketball,Women's Basketball,3773.5050380306125,1840.122596581612,-2.049478846701044,True
6387502,PLAYER_741,2025-09-18 13:20:00,kinexon,Speed_Max,0.54841,Womens Basketball,Basketball,Women's Basketball,5.972928099125365,1.5368938747043726,-3.529533293356897,True
6387819,PLAYER_463,2025-09-18 14:45:00,kinexon,Speed_Max,0.024362,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-3.8260119754668094,True
6389285,PLAYER_051,2025-09-18 17:45:00,kinexon,Speed_Max,2.272698,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.3034288599130455,True
6389695,PLAYER_463,2025-09-18 17:45:00,kinexon,Speed_Max,0.026382,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-3.824644022503632,True
6389777,PLAYER_473,2025-09-18 17:45:00,kinexon,Speed_Max,2.199846,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.3527645575731477,True
6389859,PLAYER_497,2025-09-18 17:45:00,kinexon,Speed_Max,2.165285,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.3761694201277894,True
6390105,PLAYER_646,2025-09-18 17:45:00,kinexon,Speed_Max,2.118262,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.4080136043790246,True
6390515,PLAYER_1028,2025-09-18 17:45:00,kinexon,Speed_Max,1.515181,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.8164227335800334,True
6395887,PLAYER_526,2025-09-19 13:45:56,kinexon,Speed_Max,0.74,Football,Football,Football,6.854324233435582,1.6757022147942888,-3.6488131241064115,True
6397655,PLAYER_473,2025-09-19 14:30:00,kinexon,Distance_Total,8937.98302,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.280957347094409,True
6397737,PLAYER_497,2025-09-19 14:30:00,kinexon,Distance_Total,8908.944488,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.2678347534369263,True
6397901,PLAYER_1028,2025-09-19 14:30:00,kinexon,Distance_Total,9194.93669,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.3970754277263406,True
6398777,PLAYER_056,2025-09-19 14:50:16,hawkins,Peak Propulsive Power(W),5057.9958,"Group: Women's Basketball, Team: Stony Brook Women's Basketball",Basketball,Women's Basketball,3319.255106405694,681.2473501046114,2.552289844984068,True
6403893,PLAYER_473,2025-09-20 12:45:00,kinexon,Distance_Total,10148.999997,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.828219298954927,True
6403975,PLAYER_497,2025-09-20 12:45:00,kinexon,Distance_Total,10548.615557,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.0088066858478792,True
6404057,PLAYER_1028,2025-09-20 12:45:00,kinexon,Distance_Total,8638.047468,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.145415634024039,True
6407743,PLAYER_184,2025-09-20 22:43:59,kinexon,Distance_Total,7171.49385,Football,Football,Football,2816.531653411963,1705.6871731724084,2.553201000209341,True
6409102,PLAYER_816,2025-09-20 22:43:59,kinexon,Distance_Total,6726.371827,Football,Football,Football,2816.531653411963,1705.6871731724084,2.2922375421960424,True
6413666,PLAYER_262,2025-09-21 22:29:20,kinexon,Speed_Max,2.016,Football,Football,Football,6.854324233435582,1.6757022147942888,-2.887341313223448,True
6414912,PLAYER_473,2025-09-22 14:45:00,kinexon,Distance_Total,9633.810197,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.595403590437713,True
6414994,PLAYER_497,2025-09-22 14:45:00,kinexon,Distance_Total,8998.220768,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.308178953539454,True
6418314,PLAYER_184,2025-09-23 12:20:41,kinexon,Distance_Total,7190.908749,Football,Football,Football,2816.531653411963,1705.6871731724084,2.5645834502302853,True
6418616,PLAYER_230,2025-09-23 12:20:41,kinexon,Distance_Total,6571.60823,Football,Football,Football,2816.531653411963,1705.6871731724084,2.2015036729179176,True
6418918,PLAYER_262,2025-09-23 12:20:41,kinexon,Distance_Total,6542.228107,Football,Football,Football,2816.531653411963,1705.6871731724084,2.1842788714056005,True
6419673,PLAYER_567,2025-09-23 12:20:41,kinexon,Distance_Total,6549.273825,Football,Football,Football,2816.531653411963,1705.6871731724084,2.1884095925078153,True
6419975,PLAYER_816,2025-09-23 12:20:41,kinexon,Distance_Total,7865.469726,Football,Football,Football,2816.531653411963,1705.6871731724084,2.9600609959430693,True
6420277,PLAYER_953,2025-09-23 12:20:41,kinexon,Distance_Total,7369.388248,Football,Football,Football,2816.531653411963,1705.6871731724084,2.6692213356568644,True
6421405,PLAYER_1264,2025-09-23 12:40:24,kinexon,Distance_Total,8440.973204,Womens Basketball,Basketball,Women's Basketball,3773.5050380306125,1840.122596581612,2.536498478221029,True
6421867,PLAYER_1095,2025-09-23 12:40:24,kinexon,Distance_Total,8003.175731,Womens Basketball,Basketball,Women's Basketball,3773.5050380306125,1840.122596581612,2.2985809210901653,True
6421945,PLAYER_051,2025-09-23 14:45:00,kinexon,Distance_Total,9798.171275,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.6696788203184734,True
6422027,PLAYER_463,2025-09-23 14:45:00,kinexon,Distance_Total,9918.526635,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.724067743414863,True
6422109,PLAYER_473,2025-09-23 14:45:00,kinexon,Distance_Total,10761.000371,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.104783976061519,True
6422191,PLAYER_497,2025-09-23 14:45:00,kinexon,Distance_Total,11581.352103,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.4755032133579546,True
6422273,PLAYER_646,2025-09-23 14:45:00,kinexon,Distance_Total,10763.38757,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.1058627579523033,True
6422355,PLAYER_1028,2025-09-23 14:45:00,kinexon,Distance_Total,10113.919441,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.8123662977885258,True
6422498,PLAYER_1188,2025-09-23 14:45:00,kinexon,Speed_Max,1.924708,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.5390892320200416,True
6422580,PLAYER_1282,2025-09-23 14:45:00,kinexon,Speed_Max,1.486154,Mens Basketball,Basketball,Men's Basketball,5.674076864823348,1.4766589600478264,-2.836079946779119,True
6425559,PLAYER_262,2025-09-24 12:25:18,kinexon,Distance_Total,6374.824128,Football,Football,Football,2816.531653411963,1705.6871731724084,2.0861342751203127,True
6425861,PLAYER_342,2025-09-24 12:25:18,kinexon,Distance_Total,6285.846278,Football,Football,Football,2816.531653411963,1705.6871731724084,2.033968877268073,True
6426616,PLAYER_816,2025-09-24 12:25:18,kinexon,Distance_Total,7610.239129,Football,Football,Football,2816.531653411963,1705.6871731724084,2.810425939166921,True
6426918,PLAYER_953,2025-09-24 12:25:18,kinexon,Distance_Total,6758.685749,Football,Football,Football,2816.531653411963,1705.6871731724084,2.3111823537114504,True
6434019,PLAYER_1188,2025-09-24 19:44:43,hawkins,Peak Propulsive Power(W),7514.3979,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,5594.174722545455,953.4380890116944,2.013998810814231,True
6434051,PLAYER_1188,2025-09-24 19:44:43,hawkins,Mrsi,0.9602,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,0.6322937153419593,0.1224019457802869,2.6789303271913405,True
6434351,PLAYER_1036,2025-09-24 19:45:54,hawkins,Peak Propulsive Power(W),8065.054,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,5594.174722545455,953.4380890116944,2.5915466414980184,True
6434383,PLAYER_1036,2025-09-24 19:45:54,hawkins,Mrsi,0.9497,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,0.6322937153419593,0.1224019457802869,2.593147377148637,True
6434466,PLAYER_1036,2025-09-24 19:46:01,hawkins,Mrsi,0.8889,Team: Stony Brook Men's Basketball ,Basketball,Men's Basketball,0.6322937153419593,0.1224019457802869,2.096423247377557,True
6436698,PLAYER_051,2025-09-25 14:45:00,kinexon,Distance_Total,8541.520297,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.101794736041339,True
6436862,PLAYER_473,2025-09-25 14:45:00,kinexon,Distance_Total,9612.661577,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.585846470033813,True
6436944,PLAYER_497,2025-09-25 14:45:00,kinexon,Distance_Total,10505.658389,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.989394221735017,True
6437026,PLAYER_646,2025-09-25 14:45:00,kinexon,Distance_Total,9769.511082,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.656727199111037,True
6437108,PLAYER_1028,2025-09-25 14:45:00,kinexon,Distance_Total,10483.690377,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.9794668157993898,True
6443885,PLAYER_473,2025-09-26 14:00:00,kinexon,Distance_Total,9346.370373,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.465508731726179,True
6443967,PLAYER_497,2025-09-26 14:00:00,kinexon,Distance_Total,10414.348673,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.9481311062287596,True
6444131,PLAYER_1028,2025-09-26 14:00:00,kinexon,Distance_Total,9215.409954,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.406327352868919,True
6454847,PLAYER_184,2025-09-27 19:13:58,kinexon,Distance_Total,7842.8828,Football,Football,Football,2816.531653411963,1705.6871731724084,2.9468188690423958,True
6455149,PLAYER_230,2025-09-27 19:13:58,kinexon,Distance_Total,7121.004326,Football,Football,Football,2816.531653411963,1705.6871731724084,2.523600306252023,True
6456206,PLAYER_610,2025-09-27 19:13:58,kinexon,Distance_Total,6272.103623,Football,Football,Football,2816.531653411963,1705.6871731724084,2.025911916287098,True
6456357,PLAYER_816,2025-09-27 19:13:58,kinexon,Distance_Total,6786.141773,Football,Football,Football,2816.531653411963,1705.6871731724084,2.327279106053754,True
6457557,PLAYER_051,2025-09-28 12:30:00,kinexon,Distance_Total,9234.662209,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.415027500636555,True
6457639,PLAYER_463,2025-09-28 12:30:00,kinexon,Distance_Total,9436.816285,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,2.5063814917939555,True
6457803,PLAYER_497,2025-09-28 12:30:00,kinexon,Distance_Total,12004.238326,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.666606677809141,True
6457885,PLAYER_646,2025-09-28 12:30:00,kinexon,Distance_Total,11946.702785,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.6406062062492683,True
6457967,PLAYER_1028,2025-09-28 12:30:00,kinexon,Distance_Total,11960.745617,Mens Basketball,Basketball,Men's Basketball,3890.531682019457,2212.865288520289,3.6469522012236806,True
